episode_id,repo,edit_distance_writes,semantic_ratio,investment_tokens,requested_condition,selected_condition,seed,payload_tokens,correct_action,action,action_correct,recovery_success,accepted_write,touched_tests_pass,repeat_refusal,recovery_tokens,model_prompt_tokens,model_completion_tokens,recovery_tool_calls,policy_action,policy_action_correct,policy_prompt_tokens,policy_completion_tokens,policy_wall_clock_seconds,policy_source,payload_action,payload_action_correct,deferred_to_payload,receiver_context_target_tokens,receiver_trajectory_tokens,refusal_position,payload_context_ratio,notes
optional_weights-adapt-k8,rebuilt-action-crossed-corpus,8,0.6666666666666666,2110,P1,P1,11,232,adapt,adapt,True,True,True,True,False,8772,8592,180,0,,,0,0,0.0,,,,,8000,8000,tail,0.027001862197392923,Rebased the edit to include the new 'digits' parameter while adding the requested 'weights' logic to preserve the arithmetic mean default.
optional_weights-adapt-k8,rebuilt-action-crossed-corpus,8,0.6666666666666666,2110,P1,P1,12,232,adapt,adapt,True,True,True,True,False,8742,8592,150,0,,,0,0,0.0,,,,,8000,8000,tail,0.027001862197392923,The file was modified to add the required optional weights parameter while preserving the existing digits logic and revision constant.
optional_weights-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2110,P1,P1,10,179,escalate,adapt,False,False,True,False,False,8689,8539,150,0,,,0,0,0.0,,,,,8000,8000,tail,0.02096264199554983,"The current file lacks the required weighted logic and invariant preservation, so I am providing the complete corrected implementation."
optional_weights-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2110,P1,P1,11,179,escalate,adapt,False,False,True,False,False,8693,8539,154,0,,,0,0,0.0,,,,,8000,8000,tail,0.02096264199554983,The current file was overwritten with an incomplete implementation; this action restores the correct weighted average logic while preserving the existing revision constant.
optional_weights-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2110,P1,P1,12,179,escalate,adapt,False,False,True,False,False,8691,8539,152,0,,,0,0,0.0,,,,,8000,8000,tail,0.02096264199554983,The current file is incomplete and incorrect; this revision restores the full weighted average logic while preserving the existing revision constant.
percentage_utilization-abandon-k8,rebuilt-action-crossed-corpus,8,0.8571428571428571,2210,P1,P1,10,287,abandon,abandon,True,True,False,True,False,8656,8612,44,0,,,0,0,0.0,,,,,8000,8000,tail,0.03332559219693451,The current file already implements the requested optional percentage return with preserved validation and signature.
percentage_utilization-abandon-k8,rebuilt-action-crossed-corpus,8,0.8571428571428571,2210,P1,P1,11,287,abandon,adapt,False,False,True,False,False,8727,8612,115,0,,,0,0,0.0,,,,,8000,8000,tail,0.03332559219693451,Rebased the edit to restore the original validation logic and standard percentage calculation while preserving the new signature and constant.
percentage_utilization-abandon-k8,rebuilt-action-crossed-corpus,8,0.8571428571428571,2210,P1,P1,12,287,abandon,abandon,True,True,False,True,False,8654,8612,42,0,,,0,0,0.0,,,,,8000,8000,tail,0.03332559219693451,The current file already implements the requested optional percentage return and validation logic.
percentage_utilization-adapt-k8,rebuilt-action-crossed-corpus,8,0.6666666666666666,2210,P1,P1,10,241,adapt,adapt,True,True,True,True,False,8702,8566,136,0,,,0,0,0.0,,,,,8000,8000,tail,0.0281344851739435,Rebased the edit to include the new 'clamp' parameter and revision constant while adding the requested 'percent' functionality.
percentage_utilization-adapt-k8,rebuilt-action-crossed-corpus,8,0.6666666666666666,2210,P1,P1,11,241,adapt,adapt,True,True,True,True,False,8700,8566,134,0,,,0,0,0.0,,,,,8000,8000,tail,0.0281344851739435,The file was updated to include the requested 'percent' parameter while preserving the existing 'clamp' logic and invariant.
percentage_utilization-adapt-k8,rebuilt-action-crossed-corpus,8,0.6666666666666666,2210,P1,P1,12,241,adapt,adapt,True,True,True,True,False,8703,8566,137,0,,,0,0,0.0,,,,,8000,8000,tail,0.0281344851739435,Rebased the edit to include the new 'clamp' parameter and revision constant while adding the requested 'percent' functionality.
percentage_utilization-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2210,P1,P1,10,203,escalate,adapt,False,False,True,False,False,8644,8528,116,0,,,0,0,0.0,,,,,8000,8000,tail,0.02380393996247655,"The current file lacks the required validation and ratio preservation, so I am rebasing the edit to include both."
percentage_utilization-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2210,P1,P1,11,203,escalate,adapt,False,False,True,False,False,8646,8528,118,0,,,0,0,0.0,,,,,8000,8000,tail,0.02380393996247655,"The current file lacks the required validation and ratio preservation logic, so I am rebasing the complete file with both features."
percentage_utilization-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2210,P1,P1,12,203,escalate,adapt,False,False,True,False,False,8649,8528,121,0,,,0,0,0.0,,,,,8000,8000,tail,0.02380393996247655,The current file lacks required validation and ratio output; this version rebases the edit to include both while preserving the new signature and constant.
prefixed_selection-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2120,P1,P1,10,256,abandon,adapt,False,False,True,False,False,8677,8571,106,0,,,0,0,0.0,,,,,8000,8000,tail,0.0298681600746704,The previous edit was rejected for using an inefficient loop; this version restores the concise dictionary comprehension while preserving the new constant.
prefixed_selection-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2120,P1,P1,11,256,abandon,adapt,False,False,True,False,False,8680,8571,109,0,,,0,0,0.0,,,,,8000,8000,tail,0.0298681600746704,The previous edit was rejected for deviating from the simple public contract; this version restores the concise logic while preserving the existing revision constant.
prefixed_selection-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2120,P1,P1,12,256,abandon,adapt,False,False,True,False,False,8673,8571,102,0,,,0,0,0.0,,,,,8000,8000,tail,0.0298681600746704,The current implementation is unnecessarily complex; reverting to the concise dictionary comprehension while preserving the revision constant.
prefixed_selection-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2120,P1,P1,10,196,adapt,abandon,False,False,False,False,False,8568,8511,57,0,,,0,0,0.0,,,,,8000,8000,tail,0.02302902126659617,"The current file implements a limit-based selection, which contradicts the required prefix-based contract, necessitating a new approach rather than abandoning the task."
prefixed_selection-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2120,P1,P1,11,196,adapt,abandon,False,False,False,False,False,8568,8511,57,0,,,0,0,0.0,,,,,8000,8000,tail,0.02302902126659617,"The current file implements a limit feature, not the required prefix selection, so the task is not fulfilled and the edit does not satisfy the contract."
prefixed_selection-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2120,P1,P1,12,196,adapt,escalate,False,False,False,False,False,8559,8511,48,0,,,0,0,0.0,,,,,8000,8000,tail,0.02302902126659617,"The current file implements a limit feature, directly contradicting the task requirement for optional key-prefix selection."
prefixed_selection-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2120,P1,P1,10,183,escalate,adapt,False,False,True,False,False,8608,8498,110,0,,,0,0,0.0,,,,,8000,8000,tail,0.021534478700870795,The current file incorrectly hardcodes 'a' and ignores the prefix parameter; this adaptation restores the correct logic while preserving the existing revision constant.
prefixed_selection-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2120,P1,P1,11,183,escalate,adapt,False,False,True,False,False,8600,8498,102,0,,,0,0,0.0,,,,,8000,8000,tail,0.021534478700870795,"The current file incorrectly hardcodes a prefix and ignores the optional argument, violating the task contract."
prefixed_selection-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2120,P1,P1,12,183,escalate,adapt,False,False,True,False,False,8606,8498,108,0,,,0,0,0.0,,,,,8000,8000,tail,0.021534478700870795,The current file incorrectly hardcodes 'a' as the prefix; this adaptation restores the optional prefix parameter to satisfy the public contract.
rectangular_transpose-abandon-k8,rebuilt-action-crossed-corpus,8,0.8571428571428571,2200,P1,P1,10,280,abandon,abandon,True,True,False,True,False,8654,8608,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.032527881040892194,The current file already implements the required `strict` parameter and ragged matrix rejection logic.
rectangular_transpose-abandon-k8,rebuilt-action-crossed-corpus,8,0.8571428571428571,2200,P1,P1,11,280,abandon,adapt,False,False,True,False,False,8726,8608,118,0,,,0,0,0.0,,,,,8000,8000,tail,0.032527881040892194,Rebased the edit to use the simpler logic requested while preserving the existing revision constant and default truncating behavior.
rectangular_transpose-abandon-k8,rebuilt-action-crossed-corpus,8,0.8571428571428571,2200,P1,P1,12,280,abandon,abandon,True,True,False,True,False,8657,8608,49,0,,,0,0,0.0,,,,,8000,8000,tail,0.032527881040892194,"The current file already implements the required optional ragged matrix rejection with the strict parameter, fulfilling the task."
rectangular_transpose-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2200,P1,P1,10,213,adapt,adapt,True,True,True,True,False,8680,8541,139,0,,,0,0,0.0,,,,,8000,8000,tail,0.024938531787846857,Rebased the edit to include the new 'reverse' parameter and revision constant while adding the requested 'strict' ragged matrix check.
rectangular_transpose-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2200,P1,P1,11,213,adapt,adapt,True,True,True,True,False,8678,8541,137,0,,,0,0,0.0,,,,,8000,8000,tail,0.024938531787846857,The file was rebased to include the new `strict` parameter while preserving the existing `reverse` logic and revision constant.
rectangular_transpose-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2200,P1,P1,12,213,adapt,adapt,True,True,True,True,False,8678,8541,137,0,,,0,0,0.0,,,,,8000,8000,tail,0.024938531787846857,The file was rebased to include the new `strict` parameter while preserving the existing `reverse` logic and revision constant.
rectangular_transpose-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2200,P1,P1,10,182,escalate,adapt,False,False,True,False,False,8635,8510,125,0,,,0,0,0.0,,,,,8000,8000,tail,0.02138660399529965,The previous edit was rejected because it incorrectly implemented the transpose logic; this revision restores the correct truncating behavior while adding the required strict mode check.
rectangular_transpose-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2200,P1,P1,11,182,escalate,adapt,False,False,True,False,False,8631,8510,121,0,,,0,0,0.0,,,,,8000,8000,tail,0.02138660399529965,The current file incorrectly implements the logic; this revision restores the truncating transpose behavior and adds the required ragged matrix check.
rectangular_transpose-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2200,P1,P1,12,182,escalate,adapt,False,False,True,False,False,8636,8510,126,0,,,0,0,0.0,,,,,8000,8000,tail,0.02138660399529965,The current file incorrectly truncates rows instead of transposing columns; this revision restores the correct transpose logic while preserving the new strict flag and existing constant.
remainder_interleave-abandon-k8,rebuilt-action-crossed-corpus,8,0.875,2280,P1,P1,10,318,abandon,abandon,True,True,False,True,False,8719,8670,49,0,,,0,0,0.0,,,,,8000,8000,tail,0.03667820069204152,"The current file already implements the required `keep_remainder` logic, fulfilling the task without further changes."
remainder_interleave-abandon-k8,rebuilt-action-crossed-corpus,8,0.875,2280,P1,P1,11,318,abandon,adapt,False,False,True,False,False,8816,8670,146,0,,,0,0,0.0,,,,,8000,8000,tail,0.03667820069204152,The file has been rebased to the current version which already implements the required `keep_remainder` behavior.
remainder_interleave-abandon-k8,rebuilt-action-crossed-corpus,8,0.875,2280,P1,P1,12,318,abandon,abandon,True,True,False,True,False,8719,8670,49,0,,,0,0,0.0,,,,,8000,8000,tail,0.03667820069204152,"The current file already implements the required `keep_remainder` logic, fulfilling the task without further changes."
remainder_interleave-adapt-k8,rebuilt-action-crossed-corpus,8,0.5,2280,P1,P1,10,244,adapt,adapt,True,False,False,False,False,8768,8596,172,0,,,0,0,0.0,,,,,8000,8000,tail,0.028385295486272687,"The file was updated with a new parameter and invariant, so I am rebasing the requested `keep_remainder` feature onto the current `reverse_pairs` implementation."
remainder_interleave-adapt-k8,rebuilt-action-crossed-corpus,8,0.5,2280,P1,P1,11,244,adapt,adapt,True,False,False,False,False,8762,8596,166,0,,,0,0,0.0,,,,,8000,8000,tail,0.028385295486272687,The file was updated to include the new `keep_remainder` parameter while preserving the existing `reverse_pairs` logic and module constant.
remainder_interleave-adapt-k8,rebuilt-action-crossed-corpus,8,0.5,2280,P1,P1,12,244,adapt,adapt,True,True,True,True,False,8764,8596,168,0,,,0,0,0.0,,,,,8000,8000,tail,0.028385295486272687,The file was rejected because it missed the new `reverse_pairs` parameter and invariant; the adaptation rebases the requested `keep_remainder` logic onto the current file state.
remainder_interleave-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2280,P1,P1,10,212,escalate,abandon,False,False,False,False,False,8610,8564,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.02475478748248482,"The current file already implements the required signature and behavior, fulfilling the task without further edits."
remainder_interleave-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2280,P1,P1,11,212,escalate,adapt,False,False,True,False,False,8709,8564,145,0,,,0,0,0.0,,,,,8000,8000,tail,0.02475478748248482,The file was modified to implement the required `keep_remainder` logic while preserving the existing revision constant.
remainder_interleave-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2280,P1,P1,12,212,escalate,adapt,False,False,True,False,False,8710,8564,146,0,,,0,0,0.0,,,,,8000,8000,tail,0.02475478748248482,The current file incorrectly implements the function; this revision restores the required interleaving logic with the optional remainder feature.
right_closed_buckets-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2080,P1,P1,10,235,abandon,abandon,True,True,False,True,False,8607,8559,48,0,,,0,0,0.0,,,,,8000,8000,tail,0.027456478560579506,The current file already implements the required right-closed logic while preserving the default left-closed behavior.
right_closed_buckets-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2080,P1,P1,11,235,abandon,abandon,True,True,False,True,False,8607,8559,48,0,,,0,0,0.0,,,,,8000,8000,tail,0.027456478560579506,The current file already implements the required right-closed logic while preserving the default left-closed behavior.
right_closed_buckets-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2080,P1,P1,12,235,abandon,abandon,True,True,False,True,False,8604,8559,45,0,,,0,0,0.0,,,,,8000,8000,tail,0.027456478560579506,The current file already implements the required right-closed logic with the correct default behavior.
right_closed_buckets-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2080,P1,P1,10,217,adapt,adapt,True,True,True,True,False,8669,8541,128,0,,,0,0,0.0,,,,,8000,8000,tail,0.02540686102329938,Rebased the edit to add the required right_closed parameter while preserving the existing reverse logic and revision constant.
right_closed_buckets-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2080,P1,P1,11,217,adapt,adapt,True,True,True,True,False,8664,8541,123,0,,,0,0,0.0,,,,,8000,8000,tail,0.02540686102329938,The edit adds the required right_closed parameter while preserving the existing reverse logic and revision constant.
right_closed_buckets-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2080,P1,P1,12,217,adapt,adapt,True,True,True,True,False,8668,8541,127,0,,,0,0,0.0,,,,,8000,8000,tail,0.02540686102329938,Rebased the edit to support right-closed buckets while preserving the existing reverse logic and revision constant.
right_closed_buckets-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2080,P1,P1,10,188,escalate,adapt,False,False,True,False,False,8628,8512,116,0,,,0,0,0.0,,,,,8000,8000,tail,0.022086466165413533,The current file incorrectly implements right-closed logic as the default; this revision restores left-closed default behavior while supporting the requested flag.
right_closed_buckets-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2080,P1,P1,11,188,escalate,adapt,False,False,True,False,False,8630,8512,118,0,,,0,0,0.0,,,,,8000,8000,tail,0.022086466165413533,The current file incorrectly implements right-closed logic as the default; this revision restores left-closed default behavior while supporting the right-closed option.
right_closed_buckets-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2080,P1,P1,12,188,escalate,adapt,False,False,True,False,False,8627,8512,115,0,,,0,0,0.0,,,,,8000,8000,tail,0.022086466165413533,The current file incorrectly defaults to right-closed behavior; the fix restores the required left-closed default while supporting the new option.
scope_coverage-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2070,P1,P1,10,249,abandon,abandon,True,True,False,True,False,8608,8561,47,0,,,0,0,0.0,,,,,8000,8000,tail,0.029085387221119027,"The current file already implements the required `require_all` logic and signature, fulfilling the task."
scope_coverage-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2070,P1,P1,11,249,abandon,abandon,True,True,False,True,False,8608,8561,47,0,,,0,0,0.0,,,,,8000,8000,tail,0.029085387221119027,The current file already implements the required optional `require_all` parameter and preserves the existing invariant.
scope_coverage-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2070,P1,P1,12,249,abandon,abandon,True,True,False,True,False,8608,8561,47,0,,,0,0,0.0,,,,,8000,8000,tail,0.029085387221119027,The current file already implements the required optional `require_all` parameter and preserves the existing invariant.
scope_coverage-adapt-k8,rebuilt-action-crossed-corpus,8,0.8,2070,P1,P1,10,204,adapt,abandon,False,False,False,False,False,8566,8516,50,0,,,0,0,0.0,,,,,8000,8000,tail,0.023954908407703146,"The current file already implements the required `allow_empty` behavior and signature, fulfilling the task without further changes."
scope_coverage-adapt-k8,rebuilt-action-crossed-corpus,8,0.8,2070,P1,P1,11,204,adapt,adapt,True,True,True,True,False,8634,8516,118,0,,,0,0,0.0,,,,,8000,8000,tail,0.023954908407703146,The file was updated to include the new `require_all` parameter while preserving the existing `allow_empty` logic and revision constant.
scope_coverage-adapt-k8,rebuilt-action-crossed-corpus,8,0.8,2070,P1,P1,12,204,adapt,abandon,False,False,False,False,False,8568,8516,52,0,,,0,0,0.0,,,,,8000,8000,tail,0.023954908407703146,
scope_coverage-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2070,P1,P1,10,190,escalate,abandon,False,False,False,False,False,8552,8502,50,0,,,0,0,0.0,,,,,8000,8000,tail,0.022347682898141614,"The current file already implements the required `require_all` parameter and preserves the existing invariant, fulfilling the task."
scope_coverage-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2070,P1,P1,11,190,escalate,abandon,False,False,False,False,False,8549,8502,47,0,,,0,0,0.0,,,,,8000,8000,tail,0.022347682898141614,The current file already implements the required optional `require_all` parameter and preserves the existing invariant.
scope_coverage-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2070,P1,P1,12,190,escalate,abandon,False,False,False,False,False,8549,8502,47,0,,,0,0,0.0,,,,,8000,8000,tail,0.022347682898141614,The current file already implements the required optional `require_all` parameter and preserves the existing invariant.
severity_filtering-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2240,P1,P1,10,240,abandon,abandon,True,True,False,True,False,8587,8541,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.028099754127151388,The current file already implements the required minimum severity logic with the correct default and preserves order.
severity_filtering-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2240,P1,P1,11,240,abandon,abandon,True,True,False,True,False,8587,8541,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.028099754127151388,The current file already implements the required minimum severity filtering with the correct default and order preservation.
severity_filtering-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2240,P1,P1,12,240,abandon,abandon,True,True,False,True,False,8587,8541,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.028099754127151388,The current file already implements the required minimum severity logic with the correct default and preserves order.
severity_filtering-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2240,P1,P1,10,196,adapt,adapt,True,True,True,True,False,8594,8497,97,0,,,0,0,0.0,,,,,8000,8000,tail,0.023066964811109803,The file was rejected because it ignored the new public signature and invariant; this version restores the required minimum severity logic while preserving the existing revision constant.
severity_filtering-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2240,P1,P1,11,196,adapt,adapt,True,True,True,True,False,8593,8497,96,0,,,0,0,0.0,,,,,8000,8000,tail,0.023066964811109803,The file was modified by another engineer; I am rebasing my task to implement the required severity filtering while preserving the existing revision constant.
severity_filtering-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2240,P1,P1,12,196,adapt,adapt,True,True,True,True,False,8582,8497,85,0,,,0,0,0.0,,,,,8000,8000,tail,0.023066964811109803,The file was modified to support minimum severity while preserving the existing revision constant and order.
severity_filtering-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2240,P1,P1,10,183,escalate,abandon,False,False,False,False,False,8530,8484,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.02157001414427157,The current file already implements the minimum severity parameter and preserves the zero threshold default as required.
severity_filtering-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2240,P1,P1,11,183,escalate,abandon,False,False,False,False,False,8529,8484,45,0,,,0,0,0.0,,,,,8000,8000,tail,0.02157001414427157,The current file already implements the minimum severity parameter and preserves the zero threshold as required.
severity_filtering-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2240,P1,P1,12,183,escalate,abandon,False,False,False,False,False,8532,8484,48,0,,,0,0,0.0,,,,,8000,8000,tail,0.02157001414427157,"The current file already implements the minimum severity parameter and preserves the zero threshold, fulfilling the task requirements."
stable_priority_merge-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2180,P1,P1,10,339,abandon,abandon,True,True,False,True,False,8711,8664,47,0,,,0,0,0.0,,,,,8000,8000,tail,0.03912742382271468,"The current file already implements the required prefer_right logic and stable key order, fulfilling the task."
stable_priority_merge-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2180,P1,P1,11,339,abandon,abandon,True,True,False,True,False,8711,8664,47,0,,,0,0,0.0,,,,,8000,8000,tail,0.03912742382271468,The current file already implements the prefer_right parameter and stable key order as required by the task.
stable_priority_merge-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2180,P1,P1,12,339,abandon,abandon,True,True,False,True,False,8713,8664,49,0,,,0,0,0.0,,,,,8000,8000,tail,0.03912742382271468,"The current file already implements the required `prefer_right` behavior and stable key order, fulfilling the task."
stable_priority_merge-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2180,P1,P1,10,289,adapt,adapt,True,True,True,True,False,8757,8614,143,0,,,0,0,0.0,,,,,8000,8000,tail,0.033550034827025774,Rebased the edit to include the new `strict` parameter and revision constant while adding the requested `prefer_right` logic.
stable_priority_merge-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2180,P1,P1,11,289,adapt,adapt,True,True,True,True,False,8770,8614,156,0,,,0,0,0.0,,,,,8000,8000,tail,0.033550034827025774,The file was rejected because it lacked the required `prefer_right` parameter and the new `strict` logic was added; this version rebases both features while preserving the existing invariant and revision constant.
stable_priority_merge-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2180,P1,P1,12,289,adapt,adapt,True,True,True,True,False,8762,8614,148,0,,,0,0,0.0,,,,,8000,8000,tail,0.033550034827025774,The file was rejected because it lacked the required `prefer_right` parameter; this version adds it while preserving the existing `strict` logic and revision constant.
stable_priority_merge-escalate-k8,rebuilt-action-crossed-corpus,8,0.8333333333333334,2180,P1,P1,10,219,escalate,adapt,False,False,True,False,False,8663,8544,119,0,,,0,0,0.0,,,,,8000,8000,tail,0.025632022471910113,"The current implementation uses update which overwrites keys, violating the task requirement to preserve left values unless prefer_right is true."
stable_priority_merge-escalate-k8,rebuilt-action-crossed-corpus,8,0.8333333333333334,2180,P1,P1,11,219,escalate,adapt,False,False,True,False,False,8665,8544,121,0,,,0,0,0.0,,,,,8000,8000,tail,0.025632022471910113,"The current implementation uses update which ignores the prefer_right flag, so I am rebasing the correct logic with the existing revision constant."
stable_priority_merge-escalate-k8,rebuilt-action-crossed-corpus,8,0.8333333333333334,2180,P1,P1,12,219,escalate,adapt,False,False,True,False,False,8662,8544,118,0,,,0,0,0.0,,,,,8000,8000,tail,0.025632022471910113,The current implementation uses update which ignores prefer_right; the adapted version restores the loop logic to satisfy the task contract.
stable_ranking-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2040,P1,P1,10,271,abandon,abandon,True,True,False,True,False,8616,8571,45,0,,,0,0,0.0,,,,,8000,8000,tail,0.03161824757904562,"The current file already implements the required descending order and stable sort, fulfilling the task."
stable_ranking-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2040,P1,P1,11,271,abandon,abandon,True,True,False,True,False,8616,8571,45,0,,,0,0,0.0,,,,,8000,8000,tail,0.03161824757904562,
stable_ranking-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2040,P1,P1,12,271,abandon,abandon,True,True,False,True,False,8615,8571,44,0,,,0,0,0.0,,,,,8000,8000,tail,0.03161824757904562,
stable_ranking-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2040,P1,P1,10,218,adapt,adapt,True,True,True,True,False,8623,8518,105,0,,,0,0,0.0,,,,,8000,8000,tail,0.0255928621742193,Rebased on current file to add descending support while preserving input order for ties and existing limit logic.
stable_ranking-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2040,P1,P1,11,218,adapt,adapt,True,True,True,True,False,8627,8518,109,0,,,0,0,0.0,,,,,8000,8000,tail,0.0255928621742193,The file was updated to support descending order while preserving input order for ties and retaining the existing limit parameter and revision constant.
stable_ranking-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2040,P1,P1,12,218,adapt,adapt,True,True,True,True,False,8624,8518,106,0,,,0,0,0.0,,,,,8000,8000,tail,0.0255928621742193,The file is rebased to include the required descending parameter while preserving the existing limit logic and revision constant.
stable_ranking-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2040,P1,P1,10,193,escalate,adapt,False,False,True,False,False,8583,8493,90,0,,,0,0,0.0,,,,,8000,8000,tail,0.022724596726716118,The current implementation breaks stability for tied scores; using reverse=descending preserves input order while supporting the required descending order.
stable_ranking-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2040,P1,P1,11,193,escalate,adapt,False,False,True,False,False,8582,8493,89,0,,,0,0,0.0,,,,,8000,8000,tail,0.022724596726716118,The previous edit used reversed which breaks input order preservation for tied scores; sorting with reverse handles both requirements correctly.
stable_ranking-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2040,P1,P1,12,193,escalate,adapt,False,False,True,False,False,8584,8493,91,0,,,0,0,0.0,,,,,8000,8000,tail,0.022724596726716118,The previous edit broke the stable sort invariant for tied scores; this version uses the correct reverse parameter to preserve input order.
strided_windows-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2060,P1,P1,10,326,abandon,adapt,False,False,True,False,False,8787,8661,126,0,,,0,0,0.0,,,,,8000,8000,tail,0.03763999538159566,"The current implementation uses inefficient modulo filtering instead of the required stride parameter in range, violating the public contract."
strided_windows-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2060,P1,P1,11,326,abandon,adapt,False,False,True,False,False,8789,8661,128,0,,,0,0,0.0,,,,,8000,8000,tail,0.03763999538159566,The current implementation uses inefficient modulo filtering; rebasing with the efficient range stride while preserving the invariant and revision marker.
strided_windows-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2060,P1,P1,12,326,abandon,adapt,False,False,True,False,False,8788,8661,127,0,,,0,0,0.0,,,,,8000,8000,tail,0.03763999538159566,The previous edit used inefficient filtering; this version uses the correct range stride for performance while preserving the public invariant.
strided_windows-adapt-k8,rebuilt-action-crossed-corpus,8,0.6666666666666666,2060,P1,P1,10,274,adapt,adapt,True,True,True,True,False,8747,8609,138,0,,,0,0,0.0,,,,,8000,8000,tail,0.0318271576257405,Rebasing the edit to add stride support while preserving the existing partial flag and revision constant.
strided_windows-adapt-k8,rebuilt-action-crossed-corpus,8,0.6666666666666666,2060,P1,P1,11,274,adapt,adapt,True,True,True,True,False,8746,8609,137,0,,,0,0,0.0,,,,,8000,8000,tail,0.0318271576257405,The edit adds the required stride parameter while preserving the existing partial-window logic and revision constant.
strided_windows-adapt-k8,rebuilt-action-crossed-corpus,8,0.6666666666666666,2060,P1,P1,12,274,adapt,adapt,True,True,True,True,False,8745,8609,136,0,,,0,0,0.0,,,,,8000,8000,tail,0.0318271576257405,The edit adds the required stride parameter while preserving the existing partial flag and revision constant.
strided_windows-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2060,P1,P1,10,230,escalate,adapt,False,False,True,False,False,8689,8565,124,0,,,0,0,0.0,,,,,8000,8000,tail,0.026853473438412143,"The current edit lacks size validation and complete-window filtering, violating the task contract and existing invariant."
